Table S3. Acknowledgement of GISAID sequences used in the design of SCV2 PepSeq Library.

Virus Name	Accession No.	Collected	Originating laboratory	Submitting laboratory	Authors
Canada/BC_9345042/2020	EPI_ISL_418856	3/13/20	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan et al
Canada/BC_9345715/2020	EPI_ISL_418857	3/13/20	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan et al
Canada/BC_9446031/2020	EPI_ISL_418858	3/13/20	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan et al
Spain/VH000001133/2020	EPI_ISL_418860	3/15/20	Hospital Universitari Vall d'Hebron (HUVH) - Vall d'Hebron Research Institute (VHIR)	Hospital Universitari Vall d'Hebron (HUVH) - Vall d'Hebron Research Institute (VHIR)	Cristina Andrés et al
Spain/VH198152683/2020	EPI_ISL_418861	3/24/20	Hospital Universitari Vall d'Hebron (HUVH) - Vall d'Hebron Research Institute (VHIR)	Hospital Universitari Vall d'Hebron (HUVH) - Vall d'Hebron Research Institute (VHIR)	Cristina Andrés et al
Belgium/VS-030542/2020	EPI_ISL_418863	3/5/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
USA/VA-DCLS-0001/2020	EPI_ISL_418864	3/17/20	Virginia DCLS	Virginia DCLS	Virginia DCLS et al
USA/WA-UW298/2020	EPI_ISL_418866	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW299/2020	EPI_ISL_418867	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW300/2020	EPI_ISL_418868	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW301/2020	EPI_ISL_418869	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW302/2020	EPI_ISL_418870	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/CT-UW303/2020	EPI_ISL_418871	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW304/2020	EPI_ISL_418872	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW305/2020	EPI_ISL_418873	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW307/2020	EPI_ISL_418875	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW308/2020	EPI_ISL_418876	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW309/2020	EPI_ISL_418877	3/24/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW313/2020	EPI_ISL_418880	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW314/2020	EPI_ISL_418881	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW315/2020	EPI_ISL_418882	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW316/2020	EPI_ISL_418883	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW317/2020	EPI_ISL_418884	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW319/2020	EPI_ISL_418886	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW320/2020	EPI_ISL_418887	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW321/2020	EPI_ISL_418888	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW322/2020	EPI_ISL_418889	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW323/2020	EPI_ISL_418890	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW324/2020	EPI_ISL_418891	3/24/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW325/2020	EPI_ISL_418892	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/MN-UW326/2020	EPI_ISL_418893	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/CT-UW328/2020	EPI_ISL_418895	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW330/2020	EPI_ISL_418897	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/CT-UW331/2020	EPI_ISL_418898	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW332/2020	EPI_ISL_418899	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW333/2020	EPI_ISL_418900	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/MN-UW334/2020	EPI_ISL_418901	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/MN-UW335/2020	EPI_ISL_418902	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW336/2020	EPI_ISL_418903	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW338/2020	EPI_ISL_418905	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW339/2020	EPI_ISL_418906	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW340/2020	EPI_ISL_418907	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW341/2020	EPI_ISL_418908	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW342/2020	EPI_ISL_418909	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW343/2020	EPI_ISL_418910	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/IL-UW348/2020	EPI_ISL_418915	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/IL-UW349/2020	EPI_ISL_418916	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/IL-UW350/2020	EPI_ISL_418917	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/IL-UW351/2020	EPI_ISL_418918	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/IL-UW352/2020	EPI_ISL_418919	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/IL-UW353/2020	EPI_ISL_418920	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/UN-UW354/2020	EPI_ISL_418921	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW355/2020	EPI_ISL_418922	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW356/2020	EPI_ISL_418923	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW357/2020	EPI_ISL_418924	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/UN-UW358/2020	EPI_ISL_418925	2020-03	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW360/2020	EPI_ISL_418927	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW361/2020	EPI_ISL_418928	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW362/2020	EPI_ISL_418929	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW363/2020	EPI_ISL_418930	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW364/2020	EPI_ISL_418931	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW365/2020	EPI_ISL_418932	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW366/2020	EPI_ISL_418933	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW367/2020	EPI_ISL_418934	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW368/2020	EPI_ISL_418935	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW369/2020	EPI_ISL_418936	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW370/2020	EPI_ISL_418937	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW371/2020	EPI_ISL_418938	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW372/2020	EPI_ISL_418939	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW373/2020	EPI_ISL_418940	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW374/2020	EPI_ISL_418941	2020-03	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW375/2020	EPI_ISL_418942	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW376/2020	EPI_ISL_418943	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW378/2020	EPI_ISL_418944	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW379/2020	EPI_ISL_418945	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW383/2020	EPI_ISL_418948	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW385/2020	EPI_ISL_418950	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW386/2020	EPI_ISL_418951	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW388/2020	EPI_ISL_418953	3/16/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW389/2020	EPI_ISL_418954	3/17/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/VA-DCLS-0002/2020	EPI_ISL_418956	3/17/20	Virginia DCLS	Virginia DCLS	Virginia DCLS et al
USA/VA-DCLS-0003/2020	EPI_ISL_418957	3/17/20	Virginia DCLS	Virginia DCLS	Virginia DCLS et al
USA/VA-DCLS-0004/2020	EPI_ISL_418958	3/17/20	Virginia DCLS	Virginia DCLS	Virginia DCLS et al
USA/UT-019/2020	EPI_ISL_418962	3/13/20	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
USA/UT-022/2020	EPI_ISL_418964	3/14/20	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
USA/UT-023/2020	EPI_ISL_418965	3/11/20	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
USA/UT-025/2020	EPI_ISL_418967	3/11/20	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
USA/NY-NYUMC26/2020	EPI_ISL_418972	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
USA/NY-NYUMC27/2020	EPI_ISL_418973	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
USA/NY-NYUMC28/2020	EPI_ISL_418974	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
USA/NY-NYUMC29/2020	EPI_ISL_418975	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
USA/NY-NYUMC30/2020	EPI_ISL_418976	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
USA/NY-NYUMC31/2020	EPI_ISL_418977	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
USA/NY-NYUMC32/2020	EPI_ISL_418978	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
USA/NY-NYUMC33/2020	EPI_ISL_418979	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
USA/NY-NYUMC34/2020	EPI_ISL_418980	3/17/20	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al
Belgium/VRAR-030643/2020	EPI_ISL_418981	3/6/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/HAA-030953/2020	EPI_ISL_418982	3/9/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/DWAEE-030954/2020	EPI_ISL_418983	3/9/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/BG-030955/2020	EPI_ISL_418984	3/9/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/LT-030956/2020	EPI_ISL_418985	3/9/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/RS-030257/2020	EPI_ISL_418986	3/2/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/CG-030158/2020	EPI_ISL_418987	3/1/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/JRH-030459/2020	EPI_ISL_418988	3/4/20	Institute information KU Leuven, Clinical and Epidemiological Virology	Institute information KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/RT-030460/2020	EPI_ISL_418989	3/4/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Hangzhou/ZJU-010/2020	EPI_ISL_418990	2/3/20	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	Hangping Yao et al
Hangzhou/ZJU-011/2020	EPI_ISL_418991	2/4/20	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	Hangping Yao et al
Singapore/17/2020	EPI_ISL_418992	2/10/20	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
Singapore/20/2020	EPI_ISL_418993	1/29/20	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
Singapore/3Clin/2020	EPI_ISL_418994	1/29/20	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
France/ARA10552/2020	EPI_ISL_419168	3/17/20	Centre Hospitalier de Valence	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA11939/2020	EPI_ISL_419169	3/21/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA11943/2020	EPI_ISL_419170	3/21/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA11949/2020	EPI_ISL_419171	3/21/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA11950/2020	EPI_ISL_419172	3/21/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA11952/2020	EPI_ISL_419173	3/21/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA11980/2020	EPI_ISL_419174	3/20/20	Centre Hospitalier de Macon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA11995/2020	EPI_ISL_419175	3/21/20	Centre Hospitalier de Macon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA11997/2020	EPI_ISL_419176	3/21/20	Centre Hospitalier de Macon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA12125/2020	EPI_ISL_419177	3/22/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA12217/2020	EPI_ISL_419178	3/22/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA12222/2020	EPI_ISL_419179	3/22/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA12238/2020	EPI_ISL_419180	3/22/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA12249/2020	EPI_ISL_419181	3/22/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA12250/2020	EPI_ISL_419182	3/22/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA12253/2020	EPI_ISL_419183	3/22/20	Centre Hospitalier de Bourg en Bresse	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/ARA12260/2020	EPI_ISL_419184	3/22/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
